2020;8;2020.02.21.;0;0 EUR;0;971 170 EUR;0;33 990 980 Ft;6;1 510 705 Ft;16;78 540 Ft;39;35 940 Ft;95;17 255 Ft;927;5 920 Ft;831;6 100 Ft;1975;4 730 Ft;4664;2 795 Ft;13148;2 500 Ft;2;13;39;45;47;4;6
2020;7;2020.02.14.;0;0 EUR;0;617 646 EUR;0;32 426 400 Ft;0;1 662 875 Ft;18;86 840 Ft;31;36 650 Ft;42;23 355 Ft;712;6 070 Ft;521;7 825 Ft;1489;4 850 Ft;3049;3 570 Ft;11849;2 590 Ft;2;6;30;32;49;1;4
2020;6;2020.02.07.;0;90 000 000 EUR;1;1 391 535 EUR;0;27 316 240 Ft;1;988 175 Ft;30;50 425 Ft;71;26 480 Ft;54;17 375 Ft;1509;4 435 Ft;755;6 335 Ft;2194;4 165 Ft;4507;3 065 Ft;20640;2 085 Ft;7;16;22;36;44;3;4
2020;5;2020.01.31.;0;0 EUR;0;773 714 EUR;1;21 663 980 Ft;1;1 406 730 Ft;45;56 765 Ft;43;29 600 Ft;90;16 125 Ft;1780;4 135 Ft;898;6 100 Ft;2307;3 955 Ft;4194;3 065 Ft;22321;1 965 Ft;1;7;12;23;39;3;4
2020;4;2020.01.24.;0;0 EUR;0;523 949 EUR;0;25 006 690 Ft;0;1 190 775 Ft;34;63 575 Ft;50;30 165 Ft;80;16 780 Ft;1433;4 760 Ft;1016;6 365 Ft;2033;4 255 Ft;5407;3 035 Ft;19205;2 200 Ft;5;12;20;29;48;7;9
2020;3;2020.01.17.;0;0 EUR;0;1 181 045 EUR;1;19 078 405 Ft;1;2 016 395 Ft;13;85 800 Ft;35;37 455 Ft;52;20 945 Ft;833;6 305 Ft;733;7 585 Ft;1601;4 760 Ft;3898;3 450 Ft;11702;2 705 Ft;1;23;32;45;49;5;10
2020;2;2020.01.10.;0;0 EUR;0;1 037 915 EUR;0;24 218 015 Ft;3;1 320 960 Ft;18;76 190 Ft;30;35 490 Ft;72;15 560 Ft;1051;5 265 Ft;1098;5 800 Ft;1565;4 520 Ft;5209;2 825 Ft;14963;2 380 Ft;4;14;25;34;49;4;9
2020;1;2020.01.03.;0;0 EUR;0;618 829 EUR;0;48 732 820 Ft;2;1 804 905 Ft;11;81 100 Ft;35;38 435 Ft;39;21 660 Ft;843;5 710 Ft;562;6 990 Ft;1314;5 085 Ft;3201;3 155 Ft;12405;2 410 Ft;6;27;30;35;41;4;5
2019;52;2019.12.27.;0;0 EUR;0;575 919 EUR;0;40 519 855 Ft;2;719 890 Ft;35;52 005 Ft;48;24 215 Ft;91;11 660 Ft;1157;4 405 Ft;1065;4 700 Ft;1780;3 895 Ft;5021;2 380 Ft;14574;2 140 Ft;7;12;28;34;45;3;6
2019;51;2019.12.20.;0;0 EUR;0;436 343 EUR;0;0 Ft;1;2 106 480 Ft;12;79 670 Ft;30;34 510 Ft;36;22 075 Ft;812;5 655 Ft;589;7 675 Ft;1588;4 225 Ft;3386;3 690 Ft;12100;2 470 Ft;12;20;21;22;35;4;10
